Algorithm,Log Source,Log,Complete-Window Size,Detection-Window Size,Stable Period,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,P-Value,Min Adaptive Window,Max Adaptive Window,MRID,Epsilon,Window Size,SW Step Size,ADWIN Step Size
Zheng DBSCAN,AdditionalLogs,gradual_drift_01,,,,"[np.float64(739.5952380952381), np.float64(1316.7142857142858)]","[500, 1000]",,,00:00:00,0.503970500001742,0.0003599789285726,,,,300.0,60.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_01,,,,[np.float64(783.989010989011)],"[500, 1000]",,,00:00:00,0.503970500001742,0.0003599789285726,,,,300.0,90.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_01,,,,[np.float64(783.989010989011)],"[500, 1000]",,,00:00:00,0.503970500001742,0.0003599789285726,,,,300.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_01,,,,[np.float64(783.989010989011)],"[500, 1000]",,,00:00:00,0.503970500001742,0.0003599789285726,,,,300.0,150.0,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_02,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.3879947000023094,0.0002771390714302,0.05,400.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_03,,,,"[300, 600, 961, 1711]","[500, 1000]",0.6666666666666666,69.5,00:00:00,0.3933208999951603,0.0002622139333301,0.05,200.0,700.0,,,,,
LCDD,AdditionalLogs,recurring_drift_06,100.0,100.0,100.0,"[143, 248, 356, 464, 569, 672, 778, 882, 986, 1183, 1318, 1454]","[500, 1000]",0.2857142857142857,25.0,00:00:00,0.0704387000005226,4.695913333368177e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_02,600.0,600.0,50.0,"[607, 1224]","[500, 1000]",0.5,107.0,00:00:00,0.0358468999984324,2.389793333228833e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[546, 1010]","[500, 1000]",1.0,28.0,00:00:06,6.4376287999984925,0.0042917525333323,0.1,100.0,400.0,,,,,
LCDD,AdditionalLogs,gradual_drift_07,200.0,200.0,150.0,"[416, 713, 915, 1220]","[500, 1000]",0.6666666666666666,84.5,00:00:00,0.0155739000038011,1.1124214288429358e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,"[604, 1204]","[500, 1000]",0.5,104.0,00:00:00,0.343101000005845,0.0002287340000038,0.1,400.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_04,,,,[600],"[500, 1000]",0.6666666666666666,100.0,00:00:11,11.846941199997673,0.0084621008571411,0.0001,400.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_02,,,,[864],"[500, 1000]",0.6666666666666666,136.0,00:00:00,0.7059564999944996,0.0004706376666629,0.005,400.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_00,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.1453037999963271,9.686919999755144e-05,0.0001,400.0,600.0,,,,,
LCDD,AdditionalLogs,gradual_drift_07,600.0,600.0,10.0,[713],"[500, 1000]",,,00:00:00,0.0110726999992039,7.90907142800279e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_03,,,,"[624, 1143]","[500, 1000]",1.0,133.5,00:00:02,2.911235500003386,0.0019408236666689,0.1,200.0,500.0,,,,,
LCDD,AdditionalLogs,recurring_drift_05,600.0,600.0,20.0,"[645, 1337]","[500, 1000]",0.5,145.0,00:00:00,0.0235468999962904,1.56979333308603e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_01,400.0,400.0,50.0,"[448, 921, 1337]","[500, 1000]",0.8,65.5,00:00:00,0.2469879999989643,0.0001646586666659,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_03,600.0,600.0,5.0,"[631, 1348]","[500, 1000]",0.5,131.0,00:00:00,0.0085237000021152,5.682466668076813e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_06,,,,"[216, 470, 686, 1109, 1363]","[500, 1000]",0.5714285714285715,69.5,00:00:05,5.415872999998101,0.0036105819999987,0.1,100.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_06,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:01,1.2331513000026462,0.0008808223571447,0.0001,400.0,500.0,,,,,
LCDD,AdditionalLogs,gradual_drift_01,200.0,200.0,20.0,"[303, 509, 712, 918, 1124, 1353]","[500, 1000]",0.5,45.5,00:00:00,0.0279085000001941,1.993464285728156e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_03,300.0,300.0,150.0,"[315, 626, 931, 1390]","[500, 1000]",0.6666666666666666,97.5,00:00:00,0.0112379999991389,8.02714285652785e-06,,,,,,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_00,,,,"[np.float64(567.0), np.float64(646.0), np.float64(787.0), np.float64(1008.4), np.float64(1095.0)]","[500, 1000]",0.5714285714285715,37.69999999999999,00:00:00,0.5210468000004767,0.0003473645333336,,,,500.0,50.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_00,,,,"[np.float64(528.4285714285714), np.float64(787.0), np.float64(1022.8333333333334)]","[500, 1000]",0.8,25.630952380952408,00:00:00,0.5210468000004767,0.0003473645333336,,,,500.0,100.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_00,,,,"[np.float64(560.75), np.float64(1022.8333333333334)]","[500, 1000]",1.0,41.791666666666686,00:00:00,0.5210468000004767,0.0003473645333336,,,,500.0,150.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_00,,,,"[np.float64(560.75), np.float64(1022.8333333333334)]","[500, 1000]",1.0,41.791666666666686,00:00:00,0.5210468000004767,0.0003473645333336,,,,500.0,200.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_00,,,,[np.float64(758.7857142857143)],"[500, 1000]",,,00:00:00,0.5210468000004767,0.0003473645333336,,,,500.0,250.0,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_05,,,,"[600, 1209]","[500, 1000]",0.5,100.0,00:00:00,0.6488863000049605,0.0004325908666699,0.1,400.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_06,,,,[750],"[500, 1000]",,,00:00:49,49.58229140000185,0.0330548609333345,0.0001,200.0,600.0,,,,,
LCDD,AdditionalLogs,recurring_drift_00,800.0,800.0,20.0,[881],"[500, 1000]",0.6666666666666666,119.0,00:00:00,0.0064390000043204,4.292666669546937e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_05,,,,"[150, 461, 773, 1085, 1535]","[500, 1000]",0.5714285714285715,62.0,00:00:01,1.6654959000006784,0.0011896399285719,0.1,100.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_00,,,,"[998, 1580]","[500, 1000]",0.5,2.0,00:00:02,2.3230314000029466,0.0016593081428592,0.05,100.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_07,100.0,100.0,20.0,"[100, 206, 319, 436, 567, 675, 782, 885, 1004, 1324, 1432]","[500, 1000]",0.3076923076923077,34.0,00:00:00,0.0157679000039934,1.0511933335995612e-05,,,,,,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_03,,,,"[np.float64(601.0), np.float64(689.0), np.float64(975.0588235294117), np.float64(1390.0)]","[500, 1000]",0.6666666666666666,62.970588235294144,00:00:00,0.3836325000011129,0.0002740232142865,,,,600.0,60.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_03,,,,"[np.float64(777.7142857142857), np.float64(1390.0)]","[500, 1000]",,,00:00:00,0.3836325000011129,0.0002740232142865,,,,600.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_03,,,,"[np.float64(755.3103448275862), np.float64(1390.0)]","[500, 1000]",,,00:00:00,0.3836325000011129,0.0002740232142865,,,,600.0,180.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_03,,,,[np.float64(776.4666666666667)],"[500, 1000]",,,00:00:00,0.3836325000011129,0.0002740232142865,,,,600.0,240.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_03,,,,[np.float64(776.4666666666667)],"[500, 1000]",,,00:00:00,0.3836325000011129,0.0002740232142865,,,,600.0,300.0,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_01,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.4366945000001578,0.0003119246428572,0.05,400.0,600.0,,,,,
LCDD,AdditionalLogs,gradual_drift_08,200.0,200.0,200.0,"[208, 416, 649, 862, 1070, 1278]","[500, 1000]",0.5,77.0,00:00:00,0.0094706000018049,6.764714287003569e-06,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_04,200.0,200.0,200.0,"[261, 500, 719, 928, 1177, 1391]","[500, 1000]",0.5,36.0,00:00:00,0.0169397999998182,1.1293199999878804e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.5541587000043364,0.0003694391333362,0.05,400.0,600.0,,,,,
LCDD,AdditionalLogs,sudden_drift_06,200.0,200.0,200.0,"[210, 410, 610, 822, 1022, 1227, 1429]","[500, 1000]",0.4444444444444445,56.0,00:00:00,0.249339100002544,0.0001662260666683,,,,,,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_03,,,,"[np.float64(410.9), np.float64(504.0), np.float64(685.3333333333334), np.float64(803.0), np.float64(914.0), np.float64(991.75), np.float64(1045.5), np.float64(1095.0), np.float64(1185.0), np.float64(1362.0)]","[500, 1000]",0.3333333333333333,6.125,00:00:00,0.3498267000031774,0.0002332178000021,,,,300.0,30.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_03,,,,"[np.float64(421.36842105263156), np.float64(685.3333333333334), np.float64(803.0), np.float64(914.0), np.float64(1021.8571428571429), np.float64(1185.0), np.float64(1362.0)]","[500, 1000]",0.4444444444444445,50.244360902255664,00:00:00,0.3498267000031774,0.0002332178000021,,,,300.0,60.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_03,,,,"[np.float64(421.36842105263156), np.float64(685.3333333333334), np.float64(803.0), np.float64(1067.25), np.float64(1362.0)]","[500, 1000]",0.5714285714285715,72.94078947368422,00:00:00,0.3498267000031774,0.0002332178000021,,,,300.0,90.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_03,,,,"[np.float64(421.36842105263156), np.float64(951.3157894736842), np.float64(1362.0)]","[500, 1000]",0.8,63.65789473684214,00:00:00,0.3498267000031774,0.0002332178000021,,,,300.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_03,,,,"[np.float64(407.1), np.float64(951.3157894736842), np.float64(1362.0)]","[500, 1000]",0.8,70.79210526315791,00:00:00,0.3498267000031774,0.0002332178000021,,,,300.0,150.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_08,,,,"[np.float64(956.9444444444445), np.float64(1143.0), np.float64(1239.0), np.float64(1348.0)]","[500, 1000]",0.3333333333333333,43.05555555555554,00:00:00,0.5602235999976983,0.000400159714284,,,,700.0,70.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_08,,,,[],"[500, 1000]",,,00:00:00,0.5602235999976983,0.000400159714284,,,,700.0,140.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_08,,,,[],"[500, 1000]",,,00:00:00,0.5602235999976983,0.000400159714284,,,,700.0,210.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_08,,,,[],"[500, 1000]",,,00:00:00,0.5602235999976983,0.000400159714284,,,,700.0,280.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_08,,,,[],"[500, 1000]",,,00:00:00,0.5602235999976983,0.000400159714284,,,,700.0,350.0,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_01,,,,[779],"[500, 1000]",,,00:00:00,0.9108992999972544,0.0006072661999981,0.0001,300.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_06,,,,"[465, 1005]","[500, 1000]",1.0,20.0,00:00:04,4.02577129999554,0.0028755509285682,0.05,300.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_03,,,,"[637, 1466]","[500, 1000]",0.5,137.0,00:00:02,2.1601346999959787,0.0014400897999973,0.05,400.0,600.0,,,,,
LCDD,AdditionalLogs,gradual_drift_00,100.0,100.0,50.0,"[100, 200, 329, 431, 576, 912, 1067, 1177, 1277]","[500, 1000]",0.3636363636363636,68.0,00:00:00,0.0116114999982528,8.2939285701806e-06,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_00,400.0,400.0,100.0,"[502, 1000]","[500, 1000]",1.0,1.0,00:00:00,0.0099363999979686,6.624266665312462e-06,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_03,600.0,600.0,20.0,[816],"[500, 1000]",0.6666666666666666,184.0,00:00:00,0.0198612000021967,1.3240800001464471e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_08,400.0,400.0,10.0,"[407, 862, 1315]","[500, 1000]",0.8,115.5,00:00:00,0.0072527000011177,5.18050000079841e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_05,,,,[564],"[500, 1000]",0.6666666666666666,64.0,00:00:04,4.699354800002766,0.0031329032000018,0.005,300.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_02,,,,[1114],"[500, 1000]",0.6666666666666666,114.0,00:00:10,10.924401999996917,0.0072829346666646,0.0001,300.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_01,800.0,800.0,100.0,[921],"[500, 1000]",0.6666666666666666,79.0,00:00:00,0.0312538000071072,2.08358666714048e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_06,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:01,1.2139060999979847,0.0008670757857128,0.0001,400.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_08,,,,[],"[500, 1000]",,,00:00:17,17.144892399999662,0.0122463517142854,0.0001,100.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[557, 1069]","[500, 1000]",1.0,63.0,00:00:09,9.474956099998964,0.0063166373999993,0.0001,100.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,[1026],"[500, 1000]",0.6666666666666666,26.0,00:00:01,1.8783282000003965,0.0012522188000002,0.005,200.0,600.0,,,,,
LCDD,AdditionalLogs,recurring_drift_05,800.0,800.0,10.0,[888],"[500, 1000]",0.6666666666666666,112.0,00:00:00,0.0145762999964063,9.717533330937538e-06,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_04,800.0,800.0,20.0,[909],"[500, 1000]",0.6666666666666666,91.0,00:00:00,0.0111727000039536,7.980500002824036e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_00,,,,"[557, 1181]","[500, 1000]",1.0,119.0,00:00:02,2.25611470000149,0.0015040764666676,0.05,300.0,400.0,,,,,
LCDD,AdditionalLogs,recurring_drift_05,400.0,400.0,10.0,"[504, 929, 1337]","[500, 1000]",0.8,37.5,00:00:00,0.0185768000010284,1.2384533334018972e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[557, 1069]","[500, 1000]",1.0,63.0,00:00:09,9.443023100000572,0.0062953487333337,0.0001,100.0,400.0,,,,,
LCDD,AdditionalLogs,gradual_drift_04,600.0,600.0,100.0,"[655, 1334]","[500, 1000]",0.5,155.0,00:00:00,0.0110640999992028,7.9029285708592e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_09,,,,"[600, 1452]","[500, 1000]",0.5,100.0,00:00:00,0.5579661000010674,0.0003985472142864,0.1,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_01,,,,"[192, 410, 590, 887, 1147, 1407]","[500, 1000]",0.5,101.5,00:00:03,3.2396732999986853,0.0021597821999991,0.1,100.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,[900],"[500, 1000]",0.6666666666666666,100.0,00:00:00,0.4453099999955157,0.0002968733333303,0.05,200.0,700.0,,,,,
LCDD,AdditionalLogs,sudden_drift_09,600.0,600.0,150.0,[1000],"[500, 1000]",0.6666666666666666,0.0,00:00:00,0.0248744999989867,1.658299999932448e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_02,300.0,300.0,5.0,"[336, 641, 1003, 1338]","[500, 1000]",0.6666666666666666,72.0,00:00:00,0.0323069000005489,2.153793333369928e-05,,,,,,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_04,,,,"[np.float64(512.2291666666666), np.float64(968.9166666666666), np.float64(1277.0), np.float64(1475.0)]","[500, 1000]",0.6666666666666666,21.65625,00:00:00,0.4416303000034531,0.0002944202000023,,,,500.0,50.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_04,,,,"[np.float64(502.38), np.float64(968.9166666666666), np.float64(1277.0), np.float64(1475.0)]","[500, 1000]",0.6666666666666666,16.731666666666683,00:00:00,0.4416303000034531,0.0002944202000023,,,,500.0,100.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_04,,,,"[np.float64(730.8877551020408), np.float64(1277.0), np.float64(1475.0)]","[500, 1000]",,,00:00:00,0.4416303000034531,0.0002944202000023,,,,500.0,150.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_04,,,,[np.float64(743.79)],"[500, 1000]",,,00:00:00,0.4416303000034531,0.0002944202000023,,,,500.0,200.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_04,,,,[np.float64(743.79)],"[500, 1000]",,,00:00:00,0.4416303000034531,0.0002944202000023,,,,500.0,250.0,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_03,,,,"[558, 1098]","[500, 1000]",1.0,78.0,00:00:00,0.8246557999955257,0.0005890398571396,0.0001,100.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_05,,,,"[578, 1118]","[500, 1000]",1.0,98.0,00:00:02,2.183115800005908,0.0014554105333372,0.05,300.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_03,,,,"[312, 624, 1022, 1670]","[500, 1000]",0.6666666666666666,73.0,00:00:00,0.7874788999979501,0.0005249859333319,0.1,100.0,700.0,,,,,
LCDD,AdditionalLogs,gradual_drift_07,400.0,400.0,10.0,"[416, 915]","[500, 1000]",1.0,84.5,00:00:00,0.0093334000048344,6.66671428916743e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_09,,,,[600],"[500, 1000]",0.6666666666666666,100.0,00:00:00,0.5377259000015329,0.0003584839333343,0.0001,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_09,,,,"[540, 1044]","[500, 1000]",1.0,42.0,00:00:07,7.460462600000028,0.0053289018571428,0.005,300.0,500.0,,,,,
LCDD,AdditionalLogs,gradual_drift_01,1200.0,1200.0,20.0,[1248],"[500, 1000]",,,00:00:00,0.0298175999996601,2.129828571404297e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_02,,,,"[450, 1071]","[500, 1000]",1.0,60.5,00:00:09,9.80466609999712,0.0070033329285693,0.1,300.0,500.0,,,,,
LCDD,AdditionalLogs,sudden_drift_00,100.0,100.0,150.0,"[100, 200, 329, 502, 609, 709, 829, 1000, 1143, 1246, 1442]","[500, 1000]",0.3076923076923077,1.0,00:00:00,0.0097826000055647,6.521733337043164e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_07,,,,"[551, 1091]","[500, 1000]",1.0,71.0,00:00:00,0.8068170999977156,0.0005378780666651,0.0001,100.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_09,,,,"[525, 1082]","[500, 1000]",1.0,53.5,00:00:07,7.338949200006027,0.004892632800004,0.05,200.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_01,600.0,600.0,10.0,"[616, 1254]","[500, 1000]",0.5,116.0,00:00:00,0.0273166999977547,1.821113333183651e-05,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_01,600.0,600.0,50.0,"[618, 1261]","[500, 1000]",0.5,118.0,00:00:00,0.0329274000032455,2.195160000216371e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_07,,,,"[205, 465, 856]","[500, 1000]",0.8,89.5,00:00:00,0.9722108999994816,0.0006944363571424,0.1,100.0,400.0,,,,,
LCDD,AdditionalLogs,gradual_drift_03,200.0,200.0,200.0,"[275, 533, 784, 994, 1205]","[500, 1000]",0.5714285714285715,19.5,00:00:00,0.0107994999998481,7.713928571320139e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_02,,,,"[562, 1081]","[500, 1000]",1.0,71.5,00:00:03,3.859727600000042,0.0025731517333333,0.0001,200.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_04,800.0,800.0,100.0,[849],"[500, 1000]",0.6666666666666666,151.0,00:00:00,0.0129548000040813,8.636533336054223e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_01,,,,"[339, 651, 963]","[500, 1000]",0.8,94.0,00:00:02,2.24633279999398,0.0014975551999959,0.05,100.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[546, 1010, 1658]","[500, 1000]",0.8,28.0,00:00:06,6.227795699996932,0.0041518637999979,0.1,300.0,500.0,,,,,
LCDD,AdditionalLogs,recurring_drift_06,1200.0,1200.0,5.0,[],"[500, 1000]",,,00:00:00,0.0669780000025639,4.465200000170928e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_08,,,,"[631, 1255]","[500, 1000]",0.5,131.0,00:00:00,0.6252642999970703,0.0004168428666647,0.1,200.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_06,,,,"[495, 988]","[500, 1000]",1.0,8.5,00:00:18,18.40887420000217,0.0131491958571444,0.0001,200.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_01,,,,"[539, 1127]","[500, 1000]",1.0,83.0,00:00:06,6.441921199999342,0.0042946141333328,0.0001,200.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_08,,,,"[613, 1194, 1413]","[500, 1000]",0.8,153.5,00:00:00,0.7017204000003403,0.0004678136000002,0.1,400.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_06,400.0,400.0,50.0,"[500, 919, 1452]","[500, 1000]",0.8,40.5,00:00:00,0.2462433000036981,0.0001641622000024,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_03,300.0,300.0,20.0,"[301, 631, 962, 1284]","[500, 1000]",0.6666666666666666,84.5,00:00:00,0.0116176000010455,7.745066667363668e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_00,,,,"[554, 1073]","[500, 1000]",1.0,63.5,00:00:00,0.8973560000013094,0.0005982373333342,0.05,200.0,500.0,,,,,
LCDD,AdditionalLogs,recurring_drift_00,1200.0,1200.0,5.0,[1259],"[500, 1000]",,,00:00:00,0.0091061999992234,6.070799999482309e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_00,,,,"[687, 1287]","[500, 1000]",0.5,187.0,00:00:02,2.30964550000499,0.0016497467857178,0.005,400.0,700.0,,,,,
LCDD,AdditionalLogs,gradual_drift_06,600.0,600.0,200.0,[923],"[500, 1000]",0.6666666666666666,77.0,00:00:00,0.0644560000000638,4.604000000004557e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_09,,,,"[574, 1114]","[500, 1000]",1.0,94.0,00:00:07,7.271868299998459,0.0048479121999989,0.0001,300.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_01,,,,"[450, 1101]","[500, 1000]",1.0,75.5,00:00:01,1.3764580999995817,0.0009831843571425,0.005,100.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_02,,,,"[457, 1082, 1457]","[500, 1000]",0.8,62.5,00:00:01,1.683442000001378,0.0011222946666675,0.1,100.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_07,,,,"[625, 1481]","[500, 1000]",0.5,125.0,00:00:06,6.473235299999942,0.0046237394999999,0.05,200.0,500.0,,,,,
LCDD,AdditionalLogs,recurring_drift_06,200.0,200.0,10.0,"[309, 532, 732, 939, 1231, 1454]","[500, 1000]",0.5,46.5,00:00:00,0.0628406000032555,4.189373333550368e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_07,,,,[600],"[500, 1000]",0.6666666666666666,100.0,00:00:00,0.3110152000008384,0.0002073434666672,0.0001,400.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_00,300.0,300.0,150.0,"[502, 1000]","[500, 1000]",1.0,1.0,00:00:00,0.0096568000008119,6.437866667207951e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_05,,,,"[592, 1111, 1673]","[500, 1000]",0.8,101.5,00:00:04,4.841504300005909,0.0032276695333372,0.0001,200.0,500.0,,,,,
LCDD,AdditionalLogs,recurring_drift_00,400.0,400.0,150.0,"[502, 1004]","[500, 1000]",1.0,3.0,00:00:00,0.0098399999988032,6.559999999202167e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_05,,,,[567],"[500, 1000]",0.6666666666666666,67.0,00:00:02,2.695550199998252,0.0017970334666655,0.0001,200.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_05,,,,"[557, 1634]","[500, 1000]",0.5,57.0,00:00:07,7.707159999998112,0.0051381066666654,0.1,300.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_03,,,,"[526, 1079]","[500, 1000]",1.0,52.5,00:00:02,2.2229074999995646,0.0015877910714282,0.05,100.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_04,,,,"[608, 1173]","[500, 1000]",1.0,140.5,00:00:05,5.632011800000328,0.0037546745333335,0.1,200.0,700.0,,,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_03,,,,"[np.float64(669.25), np.float64(831.0), np.float64(911.0), np.float64(1188.0), np.float64(1284.0), np.float64(1377.0)]","[500, 1000]",0.5,129.125,00:00:00,0.396408300002804,0.0002642722000018,,,,600.0,60.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_03,,,,"[np.float64(669.25), np.float64(871.0), np.float64(1282.8)]","[500, 1000]",0.8,149.125,00:00:00,0.396408300002804,0.0002642722000018,,,,600.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_03,,,,"[np.float64(620.8461538461538), np.float64(1282.8)]","[500, 1000]",0.5,120.8461538461538,00:00:00,0.396408300002804,0.0002642722000018,,,,600.0,180.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_03,,,,[np.float64(1282.8)],"[500, 1000]",,,00:00:00,0.396408300002804,0.0002642722000018,,,,600.0,240.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_03,,,,[np.float64(763.8421052631579)],"[500, 1000]",,,00:00:00,0.396408300002804,0.0002642722000018,,,,600.0,300.0,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_06,,,,"[550, 1090]","[500, 1000]",1.0,70.0,00:00:03,3.578715000003285,0.0023858100000021,0.05,300.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_07,,,,"[600, 1207]","[500, 1000]",0.5,100.0,00:00:00,0.3811631999997189,0.0002541087999998,0.05,400.0,500.0,,,,,
