Algorithm,Log Source,Log,Complete-Window Size,Detection-Window Size,Stable Period,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,P-Value,Min Adaptive Window,Max Adaptive Window,MRID,Epsilon,Window Size,SW Step Size,ADWIN Step Size
Zheng DBSCAN,AdditionalLogs,sudden_drift_04,,,,"[np.float64(1014.8333333333334), np.float64(1492.0)]","[500, 1000]",0.5,14.833333333333371,00:00:00,0.4887734000003547,0.0003258489333335,,,,800.0,240.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_04,,,,"[np.float64(1014.8333333333334), np.float64(1492.0)]","[500, 1000]",0.5,14.833333333333371,00:00:00,0.4887734000003547,0.0003258489333335,,,,800.0,320.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_04,,,,[],"[500, 1000]",,,00:00:00,0.4887734000003547,0.0003258489333335,,,,800.0,400.0,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_08,,,,"[612, 1152]","[500, 1000]",1.0,132.0,00:00:02,2.272904600002221,0.0016235032857158,0.005,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,[726],"[500, 1000]",,,00:00:03,3.764545900005032,0.00250969726667,0.0001,300.0,400.0,,,,,
LCDD,AdditionalLogs,recurring_drift_06,400.0,400.0,5.0,"[500, 939, 1401]","[500, 1000]",0.8,30.5,00:00:00,0.0754342000000178,5.0289466666678586e-05,,,,,,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_04,,,,"[np.float64(335.0), np.float64(488.90909090909093), np.float64(731.0), np.float64(826.1666666666666), np.float64(922.0), np.float64(1029.9545454545455), np.float64(1187.6666666666667), np.float64(1329.0), np.float64(1415.0), np.float64(1492.0)]","[500, 1000]",0.3333333333333333,20.52272727272728,00:00:00,0.5224600000001374,0.0003483066666667,,,,300.0,30.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_04,,,,"[np.float64(479.0851063829787), np.float64(972.28125), np.float64(1187.6666666666667), np.float64(1329.0), np.float64(1415.0), np.float64(1492.0)]","[500, 1000]",0.5,24.31682180851064,00:00:00,0.5224600000001374,0.0003483066666667,,,,300.0,60.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_04,,,,"[np.float64(479.0851063829787), np.float64(990.7428571428571), np.float64(1412.0)]","[500, 1000]",0.8,15.086018237082072,00:00:00,0.5224600000001374,0.0003483066666667,,,,300.0,90.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_04,,,,"[np.float64(697.4756097560976), np.float64(1412.0)]","[500, 1000]",0.5,197.4756097560976,00:00:00,0.5224600000001374,0.0003483066666667,,,,300.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_04,,,,[np.float64(682.5824175824176)],"[500, 1000]",0.6666666666666666,182.58241758241763,00:00:00,0.5224600000001374,0.0003483066666667,,,,300.0,150.0,,,
LCDD,AdditionalLogs,recurring_drift_02,600.0,600.0,100.0,"[637, 1258]","[500, 1000]",0.5,137.0,00:00:00,0.0223324000035063,1.4888266669004225e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_05,400.0,400.0,100.0,"[423, 995, 1497]","[500, 1000]",0.8,41.0,00:00:00,0.0165908999988459,1.1060599999230666e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_01,600.0,600.0,150.0,"[616, 1254]","[500, 1000]",0.5,116.0,00:00:00,0.0277490000007674,1.849933333384494e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_02,400.0,400.0,10.0,"[412, 815, 1245]","[500, 1000]",0.8,136.5,00:00:00,0.0215950999991036,1.5425071427931212e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_00,,,,"[531, 1047]","[500, 1000]",1.0,39.0,00:00:02,2.755548000001,0.0018370320000006,0.1,300.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_05,,,,"[610, 1210]","[500, 1000]",0.5,110.0,00:00:00,0.750178500005859,0.0005001190000039,0.05,400.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_06,,,,"[465, 1005]","[500, 1000]",1.0,20.0,00:00:03,3.989127599998028,0.0028493768571414,0.05,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_04,,,,[638],"[500, 1000]",0.6666666666666666,138.0,00:00:03,3.3719240999998874,0.0022479493999999,0.005,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_00,,,,"[632, 1256]","[500, 1000]",0.5,132.0,00:00:00,0.6038342999963788,0.0004313102142831,0.05,200.0,600.0,,,,,
LCDD,AdditionalLogs,recurring_drift_01,300.0,300.0,100.0,"[348, 660, 977, 1277]","[500, 1000]",0.6666666666666666,87.5,00:00:00,0.0278121000010287,1.8541400000685827e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_07,,,,[1128],"[500, 1000]",0.6666666666666666,128.0,00:00:05,5.128073300002143,0.0036629095000015,0.0001,300.0,400.0,,,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_00,,,,"[np.float64(891.0), np.float64(1259.0)]","[500, 1000]",0.5,109.0,00:00:00,0.3368419999969774,0.0002245613333313,,,,800.0,80.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_00,,,,"[np.float64(891.0), np.float64(1259.0)]","[500, 1000]",0.5,109.0,00:00:00,0.3368419999969774,0.0002245613333313,,,,800.0,160.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_00,,,,[np.float64(1259.0)],"[500, 1000]",,,00:00:00,0.3368419999969774,0.0002245613333313,,,,800.0,240.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_00,,,,[np.float64(1259.0)],"[500, 1000]",,,00:00:00,0.3368419999969774,0.0002245613333313,,,,800.0,320.0,,,
Zheng DBSCAN,AdditionalLogs,recurring_drift_00,,,,[],"[500, 1000]",,,00:00:00,0.3368419999969774,0.0002245613333313,,,,800.0,400.0,,,
LCDD,AdditionalLogs,sudden_drift_04,300.0,300.0,5.0,"[337, 849, 1186, 1492]","[500, 1000]",0.6666666666666666,157.0,00:00:00,0.0131080000064685,8.738666670979001e-06,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_00,800.0,800.0,50.0,[1000],"[500, 1000]",0.6666666666666666,0.0,00:00:00,0.1391546999948332,9.276979999655548e-05,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_09,1200.0,1200.0,50.0,[],"[500, 1000]",,,00:00:00,0.0242001000005984,1.613340000039898e-05,,,,,,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_00,,,,[np.float64(1027.6)],"[500, 1000]",0.6666666666666666,27.59999999999991,00:00:00,0.4949691999936476,0.0003299794666624,,,,800.0,80.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_00,,,,[np.float64(1027.6)],"[500, 1000]",0.6666666666666666,27.59999999999991,00:00:00,0.4949691999936476,0.0003299794666624,,,,800.0,160.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_00,,,,[np.float64(1027.6)],"[500, 1000]",0.6666666666666666,27.59999999999991,00:00:00,0.4949691999936476,0.0003299794666624,,,,800.0,240.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_00,,,,[np.float64(1027.6)],"[500, 1000]",0.6666666666666666,27.59999999999991,00:00:00,0.4949691999936476,0.0003299794666624,,,,800.0,320.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_00,,,,[np.float64(1027.6)],"[500, 1000]",0.6666666666666666,27.59999999999991,00:00:00,0.4949691999936476,0.0003299794666624,,,,800.0,400.0,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_06,,,,"[468, 1008]","[500, 1000]",1.0,20.0,00:00:05,5.402379200000723,0.0038588422857148,0.005,100.0,500.0,,,,,
LCDD,AdditionalLogs,sudden_drift_05,300.0,300.0,5.0,"[334, 643, 995, 1357]","[500, 1000]",0.6666666666666666,74.0,00:00:00,0.0201121999998576,1.3408133333238462e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_00,,,,"[561, 1101]","[500, 1000]",1.0,81.0,00:00:00,0.7866654000026756,0.0005244436000017,0.0001,100.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_02,800.0,800.0,150.0,[1003],"[500, 1000]",0.6666666666666666,3.0,00:00:00,0.0280973999979323,1.873159999862158e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_05,,,,"[562, 1102, 1643]","[500, 1000]",0.8,82.0,00:00:01,1.421949499999755,0.0009479663333331,0.1,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_09,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.317053599996143,0.000211369066664,0.005,400.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_08,,,,"[613, 1333]","[500, 1000]",0.5,113.0,00:00:00,0.619582100000116,0.0004130547333334,0.1,400.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_08,,,,[],"[500, 1000]",,,00:00:17,17.14771109999856,0.0122483650714275,0.0001,100.0,600.0,,,,,
LCDD,AdditionalLogs,sudden_drift_01,200.0,200.0,50.0,"[213, 448, 795, 1000, 1254]","[500, 1000]",0.5714285714285715,26.0,00:00:00,0.027324700000463,1.821646666697537e-05,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_04,600.0,600.0,100.0,"[628, 1277]","[500, 1000]",0.5,128.0,00:00:00,0.0129430000015418,8.628666667694537e-06,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_09,300.0,300.0,100.0,"[408, 920]","[500, 1000]",1.0,86.0,00:00:00,0.0240304999970248,1.7164642855017778e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_05,,,,"[592, 1111, 1673]","[500, 1000]",0.8,101.5,00:00:04,4.725265000000945,0.0031501766666672,0.0001,200.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_03,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.1665607999966596,0.0001189719999976,0.005,400.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_03,,,,"[607, 1147]","[500, 1000]",1.0,127.0,00:00:02,2.055022499996994,0.0013700149999979,0.005,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_06,,,,"[612, 1212]","[500, 1000]",0.5,112.0,00:00:03,3.719368900005066,0.00247957926667,0.05,400.0,600.0,,,,,
LCDD,AdditionalLogs,gradual_drift_01,600.0,600.0,50.0,"[658, 1302]","[500, 1000]",0.5,158.0,00:00:00,0.0271100999962072,1.936435714014806e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_04,400.0,400.0,20.0,"[500, 946, 1492]","[500, 1000]",0.8,27.0,00:00:00,0.0090350999962538,6.0233999975025655e-06,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_09,800.0,800.0,200.0,[1000],"[500, 1000]",0.6666666666666666,0.0,00:00:00,0.0231133999986923,1.5408933332461554e-05,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_05,800.0,800.0,150.0,[888],"[500, 1000]",0.6666666666666666,112.0,00:00:00,0.0218372999952407,1.4558199996827173e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[547, 1014]","[500, 1000]",1.0,30.5,00:00:06,6.305879699997604,0.0042039197999984,0.05,100.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_07,,,,"[625, 1545]","[500, 1000]",0.5,125.0,00:00:07,7.727513000005274,0.0055196521428609,0.005,200.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_09,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.4807860000000801,0.0003434185714286,0.05,400.0,500.0,,,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_00,,,,"[np.float64(699.0), np.float64(938.6), np.float64(1206.0)]","[500, 1000]",0.8,130.2,00:00:00,0.33353630000056,0.0002382402142861,,,,600.0,60.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_00,,,,"[np.float64(699.0), np.float64(938.6), np.float64(1206.0)]","[500, 1000]",0.8,130.2,00:00:00,0.33353630000056,0.0002382402142861,,,,600.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_00,,,,"[np.float64(699.0), np.float64(938.6), np.float64(1206.0)]","[500, 1000]",0.8,130.2,00:00:00,0.33353630000056,0.0002382402142861,,,,600.0,180.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_00,,,,[np.float64(798.8)],"[500, 1000]",,,00:00:00,0.33353630000056,0.0002382402142861,,,,600.0,240.0,,,
Zheng DBSCAN,AdditionalLogs,gradual_drift_00,,,,[np.float64(798.8)],"[500, 1000]",,,00:00:00,0.33353630000056,0.0002382402142861,,,,600.0,300.0,,,
LCDD,AdditionalLogs,recurring_drift_02,800.0,800.0,50.0,[841],"[500, 1000]",0.6666666666666666,159.0,00:00:00,0.0241775000031339,1.61183333354226e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_04,,,,"[600, 1320]","[500, 1000]",0.5,100.0,00:00:00,0.2962836000006064,0.0001975224000004,0.05,400.0,700.0,,,,,
LCDD,AdditionalLogs,sudden_drift_00,300.0,300.0,200.0,"[502, 1000]","[500, 1000]",1.0,1.0,00:00:00,0.0151821000035852,1.0121400002390148e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_05,,,,"[498, 1041]","[500, 1000]",1.0,21.5,00:00:05,5.678320200000599,0.0040559430000004,0.0001,100.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_05,,,,"[586, 1126]","[500, 1000]",1.0,106.0,00:00:02,2.744837099999131,0.0018298913999994,0.005,100.0,400.0,,,,,
LCDD,AdditionalLogs,recurring_drift_02,100.0,100.0,200.0,"[104, 206, 307, 412, 512, 637, 738, 841, 941, 1041, 1148, 1252, 1352, 1468]","[500, 1000]",0.25,26.5,00:00:00,0.0257068999999319,1.7137933333287947e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_02,,,,"[557, 1076]","[500, 1000]",1.0,66.5,00:00:03,3.5930698000011034,0.0023953798666674,0.005,200.0,600.0,,,,,
LCDD,AdditionalLogs,gradual_drift_06,400.0,400.0,50.0,"[411, 913, 1392]","[500, 1000]",0.8,88.0,00:00:00,0.0680206999968504,4.858621428346461e-05,,,,,,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_05,,,,"[np.float64(497.2173913043478), np.float64(628.6666666666666), np.float64(721.0), np.float64(805.0), np.float64(882.0), np.float64(1026.32), np.float64(1207.6), np.float64(1371.0), np.float64(1490.5)]","[500, 1000]",0.3636363636363636,14.55130434782606,00:00:00,0.3046901999987312,0.0002031267999991,,,,400.0,40.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_05,,,,"[np.float64(553.9354838709677), np.float64(1056.5333333333333), np.float64(1371.0), np.float64(1490.5)]","[500, 1000]",0.6666666666666666,55.234408602150495,00:00:00,0.3046901999987312,0.0002031267999991,,,,400.0,80.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_05,,,,"[np.float64(687.7432432432432), np.float64(1430.75)]","[500, 1000]",0.5,187.74324324324323,00:00:00,0.3046901999987312,0.0002031267999991,,,,400.0,120.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_05,,,,[np.float64(725.8461538461538)],"[500, 1000]",,,00:00:00,0.3046901999987312,0.0002031267999991,,,,400.0,160.0,,,
Zheng DBSCAN,AdditionalLogs,sudden_drift_05,,,,[np.float64(725.8461538461538)],"[500, 1000]",,,00:00:00,0.3046901999987312,0.0002031267999991,,,,400.0,200.0,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_06,,,,"[720, 1565]","[500, 1000]",,,00:00:30,30.61013250000542,0.0204067550000036,0.005,400.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_07,,,,[1128],"[500, 1000]",0.6666666666666666,128.0,00:00:05,5.560477699997136,0.0039717697857122,0.0001,200.0,400.0,,,,,
LCDD,AdditionalLogs,recurring_drift_06,1200.0,1200.0,150.0,[],"[500, 1000]",,,00:00:00,0.0695975000053295,4.639833333688633e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_03,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.1514712999996845,0.000108193785714,0.05,400.0,500.0,,,,,
LCDD,AdditionalLogs,recurring_drift_06,800.0,800.0,150.0,[939],"[500, 1000]",0.6666666666666666,61.0,00:00:00,0.0756459999975049,5.043066666500332e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_06,800.0,800.0,100.0,[923],"[500, 1000]",0.6666666666666666,77.0,00:00:00,0.0479382999983499,3.424164285596427e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_07,1200.0,1200.0,100.0,[1324],"[500, 1000]",,,00:00:00,0.0126298000031965,8.419866668797719e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_03,,,,"[633, 1152]","[500, 1000]",1.0,142.5,00:00:03,3.135042499998235,0.0020900283333321,0.005,200.0,500.0,,,,,
LCDD,AdditionalLogs,recurring_drift_02,100.0,100.0,150.0,"[104, 206, 307, 412, 512, 637, 738, 841, 941, 1041, 1148, 1252, 1352, 1468]","[500, 1000]",0.25,26.5,00:00:00,0.0265093999987584,1.7672933332505635e-05,,,,,,,,
LCDD,AdditionalLogs,recurring_drift_01,800.0,800.0,200.0,[1261],"[500, 1000]",,,00:00:00,0.0288150000051246,1.9210000003416403e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_01,300.0,300.0,10.0,"[354, 921, 1254]","[500, 1000]",0.8,112.5,00:00:00,0.0322659999947063,2.1510666663137576e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_06,,,,"[465, 1005]","[500, 1000]",1.0,20.0,00:00:04,4.8610925000029965,0.0034722089285735,0.05,100.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_02,,,,"[733, 1474]","[500, 1000]",,,00:00:03,3.3011393999986467,0.002200759599999,0.1,400.0,500.0,,,,,
LCDD,AdditionalLogs,sudden_drift_04,300.0,300.0,20.0,"[337, 849, 1186, 1492]","[500, 1000]",0.6666666666666666,157.0,00:00:00,0.0132391000006464,8.82606666709762e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_03,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.1537932999999611,0.0001098523571428,0.0001,400.0,700.0,,,,,
LCDD,AdditionalLogs,recurring_drift_02,1200.0,1200.0,50.0,[1269],"[500, 1000]",,,00:00:00,0.1609186999994563,0.0001072791333329,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_09,,,,"[543, 1083]","[500, 1000]",1.0,63.0,00:00:00,0.5746597000033944,0.0004104712142881,0.0001,300.0,700.0,,,,,
LCDD,AdditionalLogs,sudden_drift_02,200.0,200.0,200.0,"[236, 447, 654, 854, 1055, 1257, 1469]","[500, 1000]",0.4444444444444445,54.0,00:00:00,0.0318802999972831,2.125353333152209e-05,,,,,,,,
LCDD,AdditionalLogs,sudden_drift_05,300.0,300.0,200.0,"[334, 643, 995, 1357]","[500, 1000]",0.6666666666666666,74.0,00:00:00,0.0159290000010514,1.061933333403431e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_02,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.5524177999977837,0.0003945841428555,0.005,400.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_00,,,,"[561, 1101]","[500, 1000]",1.0,81.0,00:00:00,0.7312302000063937,0.0004874868000042,0.0001,100.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_01,,,,"[450, 1101]","[500, 1000]",1.0,75.5,00:00:00,0.9605778000041028,0.0006861270000029,0.005,300.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_07,,,,"[542, 1096]","[500, 1000]",1.0,69.0,00:00:00,0.6112083999978495,0.0004365774285698,0.05,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_03,,,,"[637, 1675]","[500, 1000]",0.5,137.0,00:00:01,1.5575987000047462,0.0010383991333364,0.05,400.0,700.0,,,,,
LCDD,AdditionalLogs,sudden_drift_05,200.0,200.0,10.0,"[200, 423, 643, 881, 1087, 1315]","[500, 1000]",0.5,82.0,00:00:00,0.1597191000037128,0.0001064794000024,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_02,,,,"[704, 1353]","[500, 1000]",,,00:00:05,5.776039200005471,0.0038506928000036,0.1,100.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_08,,,,[864],"[500, 1000]",0.6666666666666666,136.0,00:00:00,0.3242621000026702,0.0002161747333351,0.0001,400.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_00,,,,"[600, 1201]","[500, 1000]",0.5,100.0,00:00:00,0.1532359999982873,0.0001021573333321,0.005,400.0,700.0,,,,,
LCDD,AdditionalLogs,recurring_drift_08,200.0,200.0,10.0,"[211, 413, 614, 815, 1030, 1230, 1495]","[500, 1000]",0.4444444444444445,58.5,00:00:00,0.0099405000000842,6.62700000005619e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_01,,,,[864],"[500, 1000]",0.6666666666666666,136.0,00:00:00,0.8490104999946197,0.0005660069999964,0.005,400.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_01,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.4107177999976557,0.0002738118666651,0.005,400.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_08,,,,"[945, 1529]","[500, 1000]",0.5,55.0,00:00:02,2.176268200004415,0.0014508454666696,0.005,300.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_08,,,,"[569, 1193]","[500, 1000]",1.0,131.0,00:00:01,1.7174059000026318,0.0012267185000018,0.005,200.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_01,,,,"[523, 1044, 1563]","[500, 1000]",0.8,33.5,00:00:01,1.3157872000010684,0.0008771914666673,0.1,200.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,"[557, 1069]","[500, 1000]",1.0,63.0,00:00:10,10.418465700000525,0.0069456438000003,0.0001,200.0,500.0,,,,,
LCDD,AdditionalLogs,sudden_drift_09,600.0,600.0,20.0,[1000],"[500, 1000]",0.6666666666666666,0.0,00:00:00,0.0257970000020577,1.7198000001371838e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_09,,,,[600],"[500, 1000]",0.6666666666666666,100.0,00:00:00,0.575110699996003,0.0003834071333306,0.0001,400.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_08,100.0,100.0,10.0,"[101, 208, 308, 415, 529, 650, 808, 911, 1014, 1145, 1256, 1357, 1458]","[500, 1000]",0.2666666666666667,21.5,00:00:00,0.0125821000037831,8.38806666918875e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_06,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.9984968999997365,0.0007132120714283,0.05,400.0,600.0,,,,,
LCDD,AdditionalLogs,gradual_drift_09,1200.0,1200.0,100.0,[],"[500, 1000]",,,00:00:00,0.0188009999983478,1.3429285713105596e-05,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_05,,,,"[600, 1200]","[500, 1000]",1.0,150.0,00:00:00,0.2728059000000939,0.0001948613571429,0.0001,400.0,600.0,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_09,,,,[600],"[500, 1000]",0.6666666666666666,100.0,00:00:00,0.5120412000032957,0.000365743714288,0.05,400.0,400.0,,,,,
LCDD,AdditionalLogs,sudden_drift_07,600.0,600.0,100.0,[913],"[500, 1000]",0.6666666666666666,87.0,00:00:00,0.013094000001729,8.729333334486e-06,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_07,1200.0,1200.0,50.0,[],"[500, 1000]",,,00:00:00,0.0118956000005709,8.496857143264995e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,gradual_drift_07,,,,"[648, 1555]","[500, 1000]",0.5,148.0,00:00:06,6.581656499998644,0.0047011832142847,0.0001,300.0,500.0,,,,,
Process Graph Metrics,AdditionalLogs,recurring_drift_01,,,,[864],"[500, 1000]",0.6666666666666666,136.0,00:00:00,0.8200164000008954,0.0005466776000005,0.05,400.0,600.0,,,,,
LCDD,AdditionalLogs,gradual_drift_09,400.0,400.0,5.0,"[408, 920]","[500, 1000]",1.0,86.0,00:00:00,0.0214800999965518,1.5342928568965622e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_08,800.0,800.0,20.0,[862],"[500, 1000]",0.6666666666666666,138.0,00:00:00,0.0153100000025006,1.0935714287500429e-05,,,,,,,,
LCDD,AdditionalLogs,gradual_drift_00,200.0,200.0,200.0,"[413, 613, 912, 1206]","[500, 1000]",0.6666666666666666,87.5,00:00:00,0.0118682000029366,8.47728571638332e-06,,,,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_03,,,,[1071],"[500, 1000]",0.6666666666666666,71.0,00:00:00,0.6350625999984914,0.0004233750666656,0.0001,400.0,400.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_05,,,,[557],"[500, 1000]",0.6666666666666666,57.0,00:00:04,4.486501999999746,0.0029910013333331,0.05,300.0,700.0,,,,,
Process Graph Metrics,AdditionalLogs,sudden_drift_09,,,,"[569, 1109]","[500, 1000]",1.0,89.0,00:00:06,6.685894399997778,0.0044572629333318,0.005,300.0,700.0,,,,,
